ID,OrgId,Title,URL,Categories,Element tag,Author,Organizationen,Publication Date
0160002,16,情仇中东,http://datanews.caixin.com/2015/mideast/,政治,network,,Caixin,
0160003,16,青岛中石化管道爆炸事故——财新记者实拍图集,http://datanews.caixin.com/2013-11-24/100608929.html,灾害,"multi-media, interactive",,Caixin,
0160004,16,周永康的人与财,http://datanews.caixin.com/2014/zhoushicailu/,政治,network,,Caixin,
0160005,16,星空彩绘诺贝尔,http://datanews.caixin.com/2013/nobel/index.html,科学,"timeline, bubble",,Caixin,
0050001,5,Results from the 2014 Midterm Election,http://graphics.wsj.com/midterm-election-results-2014/,政治,"map, interactive",,Wall Street Journal,
0050002,5,TRIALS,http://projects.wsj.com/trials/#chapter=1,生活,"multi-media, long-form",Amy Dockser Marcus,Wall Street Journal,
0050003,5,U.S. Unemployment: A Historical View,http://www.wsj.com/news/articles/SB10001424052748703338004575230041742556522,经济,"interactive, map",,Wall Street Journal,
0050004,5,China Econtracker,http://blogs.wsj.com/chinarealtime/2012/01/17/introducing-china-real-times-china-econtracker/,经济,"interactive, line",,Wall Street Journal,
0050005,5,Political Moneyball: Mapping Universe of Cash,http://blogs.wsj.com/washwire/2012/07/25/political-moneyball-mapping-the-universe-of-cash/,政治,"interactive, bubble","Andrew Garcia Phillips, Sarah Slobin, Jovi Juan",Wall Street Journal,
0050006,5,Kowloon Walled City,http://projects.wsj.com/kwc/#chapter=intro,文化,"long-form, interactive, multi-media","Henry Williams, MinJung Kim",Wall Street Journal,
0050007,5,European Parliament Elections 2014,http://graphics.wsj.com/european-elections-2014/,政治,"interactive, map","Jovi Juan, Gabriele Steinhauser, Elliot Bentley",Wall Street Journal,
0050008,5,"100 Years, 100 Legacies: Tracing the Echoes of World War I",http://online.wsj.com/ww1/,政治,multi-media,,Wall Street Journal,
0050009,5,Map of a Tragedy: How MH17 Came Apart Over Ukraine,http://graphics.wsj.com/mh17-crash-map/,安全,"map, multi-media",Stuart A. Thompson,Wall Street Journal,
0050010,5,Surveying the Destruction in Gaza,http://graphics.wsj.com/gaza-surveying-destruction/,灾害,"map, multi-media, bar","Stuart A. Thompson, Renée Rigdon, Asa Fitch, Nicholas Casey, Taylor Umlauf, Erin McCarthy, Mark Fahey",Wall Street Journal,
0050011,5,United Against Islamic State,http://graphics.wsj.com/isis-strange-bedfellows/,政治,interactive,"Chris Kaeser, Stuart A. Thompson",Wall Street Journal,
0050012,5,"Scotland Votes No, Stays in the U.K.",http://graphics.wsj.com/scotland-referendum-results/,政治,"bar, map, interactive",,Wall Street Journal,
0050013,5,Airstrikes in Iraq and Syria,http://graphics.wsj.com/airstrikes-on-islamic-state/,灾害,"bar, map, interactive","Nathaniel Lash, Felicia Schwartz",Wall Street Journal,
0050014,5,Politics and Business in the House of Lords,http://graphics.wsj.com/house-of-lords/,政治,"interactive, long-form","Elliot Bentley, Jovi Juan, Charles Forelle, Justin Scheck",Wall Street Journal,
0050015,5,Sochi Olympics Medal Tracker,http://graphicsweb.wsj.com/documents/sochi-medal-count/,体育,"map, table","Andrew Garcia Phillips, Chris Canipe",Wall Street Journal,
0050016,5,Primer: Olympic 500m Speedskating,http://graphics.wsj.com/speed-skating-primer/,体育,interactive,Andrew Garcia Phillips,Wall Street Journal,
0050017,5,World Cup of Everything Else,http://graphics.wsj.com/documents/WORLDCUPTOEE/,体育,tree,,Wall Street Journal,
0050018,5,Scoring: National Style Guide,http://graphics.wsj.com/documents/wc-goals/,体育,interactive,"Chris Canipe, Geoff Foster, Joshua Robinson",Wall Street Journal,
0050019,5,No. 1 vs. No. 32,http://graphics.wsj.com/us-open-32/,体育,bar,"Andrew Beaton, Stuart A. Thompson, Steven Kutz",Wall Street Journal,
0050020,5,"World Cup Players' Penalty Kick Patterns",http://graphics.wsj.com/wc-penalty-kicks/,体育,interactive,"Chris Canipe, Geoff Foster",Wall Street Journal,
0050021,5,HealthCare.gov Explorer,http://graphics.wsj.com/health-care-explorer/,医疗,"interactive, map","Martin Burch, Madeline Farbman, Jonathan Keegan, Adam Suharja, Christopher Weaver, Kurt Wilberding",Wall Street Journal,
0050022,5,Faces of the Affordable Care Act,http://graphics.wsj.com/HealthProfiles/,医疗,"multi-media, long-form",Lakshmi Ketineni,Wall Street Journal,
0050023,5,Which Cities Get the Most Sleep?,http://graphics.wsj.com/how-we-sleep/,医疗,map,Stuart A. Thompson,Wall Street Journal,
0050024,5,Medical Money,http://graphics.wsj.com/medical-money/,医疗,bar,"Martin Burch, Colleen McEnaney",Wall Street Journal,
0050025,5,Axis of Additives,http://graphics.wsj.com/food-additives-ingredients/,医疗,"tree, interactive","Ana Becker, Martin Burch, Annie Gasparro",Wall Street Journal,
0050026,5,The People’s House,http://graphics.wsj.com/the-peoples-house/,政治,"map, bar","Randy Yeip, Casey Miller",Wall Street Journal,
0050027,5,An Animated View of the 2014 Midterm Elections,http://graphics.wsj.com/midterm-election-2014-animations/,政治,"map, animation",,Wall Street Journal,
0050028,5,Best Books of 2014,http://graphics.wsj.com/best-books-2014,文化,multi-media,,Wall Street Journal,
0050029,5,Biopics: A History,http://graphics.wsj.com/biopics/,文化,"multi-media, long-form",,Wall Street Journal,
0050030,5,Libor: The Spider Network,http://graphics.wsj.com/libor-network,商业,network,"Jovi Juan, David Enrich",Wall Street Journal,
0050031,5,Personal 3-D Printer Sales in 3-D,http://graphics.wsj.com/3Dprinting/,技术,3D,"Paul Antonson, Drew Evans, Mike Sudal",Wall Street Journal,
0050032,5,The Ins and Outs of the Dow Jones Industrial Average,http://graphics.wsj.com/djia-components-history/,商业,bar,"Stuart A. Thompson, William Power",Wall Street Journal,
0050033,5,Wages Winners and Losers Since 2004,http://graphics.wsj.com/mapping-wages-income/,经济,map,"Brian McGill, Dante Chinni",Wall Street Journal,
0050034,5,Christmas Sale Tracker,http://graphics.wsj.com/Christmas-Sale-Tracker/,生活,line,"Shelly Banjo, Lakshmi Ketineni, Colleen McEnaney, Kate Linebaugh",Wall Street Journal,
0050035,5,"A Stolen Boy, an Angry Loner, an Underground Bunker",http://graphics.wsj.com/hostage/,安全,"multi-media, long-form",Michael M. Phillips,Wall Street Journal,
0050036,5,Are You Good Enough to Be a Tennis Line Judge?,http://graphics.wsj.com/are-you-good-enough-to-be-a-tennis-line-judge/,体育,interactive,Sarah Squire,Wall Street Journal,
0050037,5,Battling Infectious Diseases in the 20th Century: The Impact of Vaccines,http://graphics.wsj.com/infectious-diseases-and-vaccines/,医疗,heatmap,"Tynan DeBold, Dov Friedman",Wall Street Journal,
0050038,5,Beat the Federal Reserve,http://graphics.wsj.com/beat-the-fed/,经济,line,"Chris Canipe, Katie Marriner, Stuart A. Thompson, Andrew Van Dam",Wall Street Journal,
0050039,5,Demographic Destiny: What Will the World Be Like in 2050?,http://graphics.wsj.com/2050-demographic-destiny/,经济,long-form,,Wall Street Journal,
0050040,5,From Pluto to the Sun: A Field Guide to the Solar System,http://graphics.wsj.com/from-pluto-to-the-sun/,科学,"interactive, 3D","Jon Keegan, Chris Canipe, Alberto Cervantes",Wall Street Journal,
0050041,5,Is the Nasdaq in Another Bubble?,http://graphics.wsj.com/3d-nasdaq/,商业,"line, 3D","Roger Kenny, Ana Asnes Becker",Wall Street Journal,
0050042,5,Oscars of Everything Else,http://graphics.wsj.com/oscars-of-everything-else/,媒体,long-form,"Geoff Foster, Stuart A. Thompson, Michael Calia, Jim Chairusmi",Wall Street Journal,
0050043,5,The Billion Dollar Startup Club,http://graphics.wsj.com/billion-dollar-club/,商业,"interactive, table","Scott Austin, Chris Canipe, Sarah Slobin",Wall Street Journal,
0050044,5,The Madness Machine: Create Your Own NCAA Tournament Bracket,http://graphics.wsj.com/ncaa-madness-machine/,体育,"interactive, tree",Geoff Foster,Wall Street Journal,
0050045,5,"Track National Unemployment, Job Gains and Job Losses",http://graphics.wsj.com/job-market-tracker/,经济,"interactive, dot, table, line","Andrew Van Dam, Renee Lightner",Wall Street Journal,
0050046,5,The South China Sea Dispute,http://graphics.wsj.com/south-china-sea-dispute/,政治,"map, bar",,Wall Street Journal,
0050047,5,"America's Jukebox Heroes: Our Favorite Artists, Coast to Coast",http://graphics.wsj.com/americas-jukebox-heroes/,生活,"map, interactive",Elliott Ramos,Wall Street Journal,
0050048,5,Your Guide to Outdoor Entertaining,http://graphics.wsj.com/off-duty-50/guide-to-summer-outdoor-entertaining/,生活,multi-media,,Wall Street Journal,
0050049,5,Search Hillary Clinton’s Emails,http://graphics.wsj.com/hillary-clinton-email-documents/,政治,interactive,,Wall Street Journal,
0050050,5,2016 Election Polls,http://graphics.wsj.com/elections/2016/polls/,政治,line,,Wall Street Journal,
0100001,10,Killing Kennedy,http://kennedyandoswald.com/#!/premiere-screen,政治,"interactive, multi-media",,National Geographic,
0100002,10,What the world eats,http://www.nationalgeographic.com/what-the-world-eats/,文化,"timeline, pie, interactive",,National Geographic,
0100003,10,What Earthquake Maps Should Really Look Like,http://news.nationalgeographic.com/2015/10/151003-datapoints-what-earthquake-maps-should-really-look-like/,灾害,map,"Chiqui Esteban, John Tomanio",National Geographic,
0090001,9,Connected China,http://china.fathom.info/,政治,"app, multi-media",Fathom,Reuters,
0090002,9,"Water's Edge",http://www.reuters.com/investigates/special-report/waters-edge-the-crisis-of-rising-sea-levels/,环境,"long-form, multi-media,map","Ryan McNeill, Deborah J. Nelson, Duff Wilson",Reuters,
0090003,9,The Echo Chamber,http://www.reuters.com/investigates/special-report/scotus/,政治,"long-form, interactive,bar","Joan Biskupic, Janet Roberts, John Shiffman",Reuters,
0090004,9,Mexico looks the other way as contractors fleece oil giant Pemex,http://www.reuters.com/investigates/special-report/pemex-contracts/,安全,"long-form, infographics","Elinor Comlay, Mica Rosenberg, M.B. Pell",Reuters,
0170001,17,Behind the sound bite,http://widgets.scmp.com/infographic/20140113/policyaddress/,政治,bar,,South China Morning Post,
0170002,17,In the long run,http://widgets.scmp.com/infographic/20140217/marathon2014/,体育,dot,"Cedric Sam, Jane Pong, Olivia Rosenman",South China Morning Post,
0170003,17,World Cup 2014,http://www.scmp.com/infographics/article/1537100/world-cup-2014-visualisation-group-matches-results-and-goals-scored,体育,game,"Cedric Sam, Adolfo Arranz",South China Morning Post,
0170004,17,"Men's tennis: How big are the Big Four?",http://widgets.scmp.com/infographic/20140704/bigfour/,体育,game,"Cedric Sam, Pearl Law",South China Morning Post,
0170005,17,Malaysia Airlines flight MH370,http://www.scmp.com/infographics/article/1443975/infographic-malaysia-airlines-flight-mh370,灾害,infographics,,South China Morning Post,
