ID,OrgId,Title,URL,Categories,Element tag,Author,Organizationen,Publication Date
0050030,5,Libor: The Spider Network,http://graphics.wsj.com/libor-network,商业,network,"Jovi Juan, David Enrich",Wall Street Journal,5/20/2015
0050031,5,Personal 3-D Printer Sales in 3-D,http://graphics.wsj.com/3Dprinting/,技术,3D,"Paul Antonson, Drew Evans, Mike Sudal",Wall Street Journal,6/16/2014
0050032,5,The Ins and Outs of the Dow Jones Industrial Average,http://graphics.wsj.com/djia-components-history/,商业,bar,"Stuart A. Thompson, William Power",Wall Street Journal,7/7/2014
0050033,5,Wages Winners and Losers Since 2004,http://graphics.wsj.com/mapping-wages-income/,经济,map,"Brian McGill, Dante Chinni",Wall Street Journal,12/10/2014
0050034,5,Christmas Sale Tracker,http://graphics.wsj.com/Christmas-Sale-Tracker/,生活,line,"Shelly Banjo, Lakshmi Ketineni, Colleen McEnaney, Kate Linebaugh",Wall Street Journal,11/9/2014
0050035,5,"A Stolen Boy, an Angry Loner, an Underground Bunker",http://graphics.wsj.com/hostage/,安全,"multi-media, long-form",Michael M. Phillips,Wall Street Journal,9/30/2015
0050036,5,Are You Good Enough to Be a Tennis Line Judge?,http://graphics.wsj.com/are-you-good-enough-to-be-a-tennis-line-judge/,体育,interactive,Sarah Squire,Wall Street Journal,8/31/2015
0050037,5,Battling Infectious Diseases in the 20th Century: The Impact of Vaccines,http://graphics.wsj.com/infectious-diseases-and-vaccines/,医疗,heatmap,"Tynan DeBold, Dov Friedman",Wall Street Journal,2/11/2015
0050038,5,Beat the Federal Reserve,http://graphics.wsj.com/beat-the-fed/,经济,line,"Chris Canipe, Katie Marriner, Stuart A. Thompson, Andrew Van Dam",Wall Street Journal,12/14/2015
0050039,5,Demographic Destiny: What Will the World Be Like in 2050?,http://graphics.wsj.com/2050-demographic-destiny/,经济,long-form,,Wall Street Journal,11/20/2015
0050040,5,From Pluto to the Sun: A Field Guide to the Solar System,http://graphics.wsj.com/from-pluto-to-the-sun/,科学,"interactive, 3D","Jon Keegan, Chris Canipe, Alberto Cervantes",Wall Street Journal,10/2/2015
0050041,5,Is the Nasdaq in Another Bubble?,http://graphics.wsj.com/3d-nasdaq/,商业,"line, 3D","Roger Kenny, Ana Asnes Becker",Wall Street Journal,4/23/2015
0050042,5,Oscars of Everything Else,http://graphics.wsj.com/oscars-of-everything-else/,媒体,long-form,"Geoff Foster, Stuart A. Thompson, Michael Calia, Jim Chairusmi",Wall Street Journal,2/13/2015
0050043,5,The Billion Dollar Startup Club,http://graphics.wsj.com/billion-dollar-club/,商业,"interactive, table","Scott Austin, Chris Canipe, Sarah Slobin",Wall Street Journal,2/18/2015
0050044,5,The Madness Machine: Create Your Own NCAA Tournament Bracket,http://graphics.wsj.com/ncaa-madness-machine/,体育,"interactive, tree",Geoff Foster,Wall Street Journal,3/16/2015
0050045,5,"Track National Unemployment, Job Gains and Job Losses",http://graphics.wsj.com/job-market-tracker/,经济,"interactive, dot, table, line","Andrew Van Dam, Renee Lightner",Wall Street Journal,2/5/2015
0050046,5,The South China Sea Dispute,http://graphics.wsj.com/south-china-sea-dispute/,政治,"map, bar",,Wall Street Journal,10/29/2015
0050047,5,"America's Jukebox Heroes: Our Favorite Artists, Coast to Coast",http://graphics.wsj.com/americas-jukebox-heroes/,生活,"map, interactive",Elliott Ramos,Wall Street Journal,9/29/2015
0050048,5,Your Guide to Outdoor Entertaining,http://graphics.wsj.com/off-duty-50/guide-to-summer-outdoor-entertaining/,生活,multi-media,,Wall Street Journal,6/19/2015
0050049,5,Search Hillary Clinton’s Emails,http://graphics.wsj.com/hillary-clinton-email-documents/,政治,interactive,,Wall Street Journal,7/31/2015
0050050,5,2016 Election Polls,http://graphics.wsj.com/elections/2016/polls/,政治,line,,Wall Street Journal,11/5/2015
0100001,10,Killing Kennedy,http://kennedyandoswald.com/#!/premiere-screen,政治,"interactive, multi-media",,National Geographic,8/1/2013
0100002,10,What the world eats,http://www.nationalgeographic.com/what-the-world-eats/,文化,"timeline, pie, interactive",,National Geographic,10/22/2014
0100003,10,What Earthquake Maps Should Really Look Like,http://news.nationalgeographic.com/2015/10/151003-datapoints-what-earthquake-maps-should-really-look-like/,灾害,map,"Chiqui Esteban, John Tomanio",National Geographic,10/3/2015
0090001,9,Connected China,http://china.fathom.info/,政治,"app, multi-media",Fathom,Reuters,4/3/2013
0090002,9,"Water's Edge",http://www.reuters.com/investigates/special-report/waters-edge-the-crisis-of-rising-sea-levels/,环境,"long-form, multi-media,map","Ryan McNeill, Deborah J. Nelson, Duff Wilson",Reuters,3/3/2015
0090003,9,The Echo Chamber,http://www.reuters.com/investigates/special-report/scotus/,政治,"long-form, interactive,bar","Joan Biskupic, Janet Roberts, John Shiffman",Reuters,12/8/2014
0090004,9,Mexico looks the other way as contractors fleece oil giant Pemex,http://www.reuters.com/investigates/special-report/pemex-contracts/,安全,"long-form, infographics","Elinor Comlay, Mica Rosenberg, M.B. Pell",Reuters,1/23/2015
0120001,12,Mapping the Dead: Gun Deaths Since Sandy Hook,http://data.huffingtonpost.com/2013/03/gun-deaths,安全,"map, bubble, bar",,Huffington Post,3/1/2013
0120002,12,Oscar Predictions 2013,http://data.huffingtonpost.com/2013/01/oscar-predictions,文化,bar,,Huffington Post,1/1/2013
0120004,12,Dying to be free,http://projects.huffingtonpost.com/dying-to-be-free-heroin-treatment,生活,multi-media,,Huffington Post,1/28/2015
0120005,12,Evicted and abandoned,http://projects.huffingtonpost.com/worldbank-evicted-abandoned,经济,multi-media,,Huffington Post,4/15/2015
0120006,12,Prisoners of profit,http://projects.huffingtonpost.com/prisoners-of-profit,经济,"multi-media, timeline",,Huffington Post,10/22/2013
0120007,12,House forcast,http://elections.huffingtonpost.com/2012/house-outlook,经济,multi-media,,Huffington Post,1/1/2012
0120008,12,"Hospice, Inc.",http://projects.huffingtonpost.com/hospice-inc,医疗,multi-media,,Huffington Post,7/19/2014
0160001,16,风雨中概股,http://special.caixin.com/2013/zgg/index.html,经济,"interactve, bubble",,Caixin,10/25/2013
0160002,16,情仇中东,http://datanews.caixin.com/2015/mideast/,政治,network,,Caixin,11/17/2015
0160003,16,青岛中石化管道爆炸事故——财新记者实拍图集,http://datanews.caixin.com/2013-11-24/100608929.html,灾害,"multi-media, interactive",,Caixin,11/23/2013
0160004,16,周永康的人与财,http://datanews.caixin.com/2014/zhoushicailu/,政治,network,,Caixin,7/29/2014
0160005,16,星空彩绘诺贝尔,http://datanews.caixin.com/2013/nobel/index.html,科学,"timeline, bubble",,Caixin,10/6/2014
0170001,17,Behind the sound bite,http://widgets.scmp.com/infographic/20140113/policyaddress/,政治,bar,,South China Morning Post,1/13/2014
0170002,17,In the long run,http://widgets.scmp.com/infographic/20140217/marathon2014/,体育,dot,"Cedric Sam, Jane Pong, Olivia Rosenman",South China Morning Post,2/17/2014
0170003,17,World Cup 2014,http://www.scmp.com/infographics/article/1537100/world-cup-2014-visualisation-group-matches-results-and-goals-scored,体育,game,"Cedric Sam, Adolfo Arranz",South China Morning Post,6/20/2014
0170004,17,"Men's tennis: How big are the Big Four?",http://widgets.scmp.com/infographic/20140704/bigfour/,体育,game,"Cedric Sam, Pearl Law",South China Morning Post,7/4/2014
0170005,17,Malaysia Airlines flight MH370,http://www.scmp.com/infographics/article/1443975/infographic-malaysia-airlines-flight-mh370,灾害,infographics,,South China Morning Post,3/9/2014
0500001,,Flight Patterns,http://www.aaronkoblin.com/work/flightpatterns/,技术,"3D, interactive",,Aaron Koblin,tk
0500002,,"Find out about crime on your block, in your community, along your commute, and more",http://crime.chicagotribune.com/,安全,interactive,,Chicagotribune,1/1/2015
0500006,,government shutdown 2013,http://labs.enigma.io/shutdown2013/,政治,"tree, interactive, real-time",,Enigma,1/1/2013
0500007,,"America's Election HQ",http://www.foxnews.com/politics/elections/2014/2014-midterm-elections/,政治,"photo, map, interactive, multi-media",,Fox News,1/1/2014
0500008,,Small Arms and Ammunition-Imports and Exports,http://armsglobe.chromeexperiments.com/,安全,"timeline, bar, interactive, 3D",,Google,8/14/2012
0500009,,Codebases: Millions Lines of Code,http://www.informationisbeautiful.net/visualizations/million-lines-of-code/,技术,,,Information is beautiful,10/28/2013
0500010,,"Audubon's Birds and Climate Change Report 314 Species on the Brink",http://climate.audubon.org/,环境,map,,National Audubon Society,11/12/2014
0500011,,Bear 71,http://bear71.nfb.ca/#/bear71,环境,"multi-media, interactive",,NBF,1/1/2014
0500012,,U.S. Gun Deaths in 2013,http://guns.periscopic.com/?year=2013,安全,,,Periscopic,1/1/2013
0500013,,"Exploring the Reach, Frequency and Impact of Terrorism Around the World",http://www.periscopic.com/our-work/exploring-the-reach-frequency-and-impact-of-terrorism-around-the-world,安全,"timeline, map, interactive, barchart, sorting",,Periscopic,12/10/2015
0500014,,"Out of Sight, Out of Mind.",http://drones.pitchinteractive.com/,安全,"timeline, bar",,pitchinc,1/1/2013
0500015,,THE ENERGY FIX: WHEN WILL THE U.S. REACH ENERGY INDEPENDENCE?,http://www.popsci.com/science/article/2013-05/energy-gap,技术,,,Popular Science,tk
0500016,,Poverty Tracker,http://povertytracker.robinhood.org/,经济,"interactive, bubble",,Robin Hood,tk
0500017,,"Visualizing 15 Years Of Acquisitions By Apple, Google, Yahoo, Amazon, And Facebook",http://techcrunch.com/2014/02/25/the-age-of-acquisitions/,经济,"interactive, bar",,Tech Crunch,tk
0500018,,China Global Investment Tracker,http://www.aei.org/china-global-investment-tracker/,经济,"interactive, map",,THE AMERICAN ENTERPRISE INSTITUTE AND THE HERITAGE FOUNDATION,tk
0500019,,"The Deaths of Afghans: Civilian Fatalities in Afghanistan, 2001–2012",http://www.thenation.com/afghanistan-database/,安全,"interactive,bar, map",,The Nation,tk
0500020,,A Model of Breast Cancer Causation,http://www.cabreastcancer.org/causes/#,生活,interactive,,University of California,tk
0500021,,Watch how immigration in America has changed since 1820,http://www.vox.com/2016/1/4/10709366/immigration-america-200-years,文化,,Alvin Chang,Vox,
0500022,,Why infectious bacteria are winning,http://qz.com/576057/why-infectious-bacteria-are-winning/,医疗,,Keith Collins,Quartz,
0500023,,A Nation Divided,http://www.zeit.de/feature/german-unification-a-nation-divided,政治,"interacitive, map","Lisa Borgenheimer, Paul Blickle, Julian Stahnke, Sascha Venohr",Zeit Online,10/29/2014
0500024,,令计划关系网,http://121.42.52.51/zt/2015/lingjihua/index.html,政治,network,,The Paper,7/18/2015
0500025,,三峡,http://121.42.52.51/zt/2015/sanxia/index.html,环境,"multi-media, interactive",,The Paper,7/21/2015
0500026,,一路向北：15天4000公里，全程记录难民欧洲逃亡路,http://image.thepaper.cn/html/zt/2015/refugee/index.html,政治,"multi-media, interactive",,The Paper,12/15/2015
0500027,,Histography,http://histography.io/,,"timeline, interactive",Matan Stauber,Matan Stauber,10/1/2015
0500028,,Weather Radials,http://weather-radials.com/,环境,"bubble, bar",Timm Kekeritz,Timm Kekeritz,1/1/2013
0500029,,Creative Routines,http://www.informationisbeautifulawards.com/showcase/483-creative-routines,文化,pie,RJ Andrews,RJ Andrews,1/1/2014
0500030,,Game of Thrones Decoded: Connecting the Dots from Season 3,http://time.com/44106/game-of-thrones-decoder/,艺术,network,Heather Jones,Heather Jones,4/2/2014
0500031,,The Graphic Continuum,http://www.informationisbeautifulawards.com/showcase/611-the-graphic-continuum,艺术,network,"Jonathan Schwabish, Severino Ribecca","Jonathan Schwabish, Severino Ribecca",12/16/2014
0500032,,The Refugee Project,http://www.therefugeeproject.org/,政治,"map, timeline, bubble, interactive","Hyperakt, Ekene Ijeoma","Hyperakt, Ekene Ijeoma",12/10/2015
0500033,,Commonwealth War Dead: First World War Visualised,http://codehesive.com/commonwealthww1/,,"bar, timeline",James Offer,James Offer,1/1/2014
0500034,,World Food Clock,http://worldfoodclock.com/,,illustration,Luke Twyman,Luke Twyman,10/9/2015
0500035,,NYC Taxis: A Day in the Life,http://nyctaxi.herokuapp.com/,商业,"map, timeline ",Chris Whong,Chris Whong,12/25/2015
0500036,,Beyond Bytes,https://vimeo.com/69750203,政治,"illustration, animation","Maral Pourkazemi, Florian Köhne","Maral Pourkazemi, Florian Köhne",1/1/2013
0500037,,Everything You Need to Know about Planet Earth,https://www.youtube.com/watch?v=JGXi_9A__Vc&list=PLFs4vir_WsTyXrrpFstD64Qj95vpy-yo1&index=1,科学,"illustration, animation","Philipp Dettmer, Stephan Rether, Thomas Veith, Steve Taylor, Michael Büker",Kurzgesagt,1/1/2014
0500038,,Carbon Dioxide Emissions Bury the UN Summit,http://www.carbonvisuals.com/projects/wbcsd,环境,"illustration, 3D, animation",Adam Nieman,Adam Nieman,1/1/2014
0500039,,Selfiecity,http://selfiecity.net/,生活,interactive,"Dr. Lev Manovich, Moritz Stefaner, Dr. Mehrdad Yazdani, Dr. Dominikus Baur, Jay Chow, Daniel Goddemeyer, Alise Tifentale, Nadav Hochman",Moritz Stefaner,1/1/2014
0500040,,OECD Regional Well-Being,http://www.oecdregionalwellbeing.org/,生活,interactive,"Moritz Stefaner, Dr. Dominikus Baur, Monica Brezzi and team",Moritz Stefaner,7/24/2014
0500041,,After Babylon,http://www.puffpuffproject.com/languages.html,文化,"map, bubble","Sofia Girelli, Eleonora Grotto, Pietro Lodi, Daniele Lupatini, Emilio Patuzzo",Puff Puff Team,1/1/2014
0500042,,BBC Knowledge DNA Explainer,https://vimeo.com/60747882,科学,"illustration, animation",Territory Studio ,BBC,2/28/2013
0500043,,The Solar System – our home in space,https://www.youtube.com/watch?v=KsF_hdjWJjo,科学,"illustration, animation","Philipp Dettmer, Stephan Rether, Thomas Veith",Kurzgesagt,8/22/2013
0500044,,"Nobels, no degrees",http://iibawards-prod.s3.amazonaws.com/projects/images/000/000/204/large.jpg?1403777309,科学,"dot, line","Giorgia Lupi, Simone Quadri, Gabriele Rossi, Davide Ciuffi, Federica Fragapane, Francesco Majno",Accurat,1/1/2014
0500045,,Global Warning,http://iibawards-prod.s3.amazonaws.com/projects/images/000/000/098/large.jpg?1413040612,环境,"map, line, bar, pie",Derek Kim,Derek Kim,1/1/2013
0500046,,Listen to Wikipedia,http://listen.hatnote.com/,文化,bubble ,"Stephen LaPorte, Mahmoud Hashemi","Stephen LaPorte, Mahmoud Hashemi",1/1/2013
0500047,,New York City carbon emissions,https://www.youtube.com/watch?v=DtqSIplGXOA,环境,"illustration, animation","Adam Nieman, Chris Rabet","Adam Nieman, Chris Rabet",10/19/2012
0500048,,How to win an Oscar,http://iibawards-prod.s3.amazonaws.com/projects/images/000/000/391/large.jpg?1403858126,文化,sankey,Christian Tate,Christian Tate,1/1/2013
0500049,,GED VIZ: Visualizing Global Economic Relations,http://viz.ged-project.de/,经济,,Jan Arpe,Jan Arpe,8/15/2014
0500050,,U.S. Gun Deaths,http://guns.periscopic.com/?year=2013,灾害,,,Periscopic,1/1/2013
0500051,,Why Health Care is So Expensive,http://healthland.time.com/2013/02/20/what-makes-health-care-so-expensive/,政治,"illustration, table, bar",Heather Jones,TIME,2/20/2013
